destination_name,trips
CAROLINA MART #1,4413.0
Cotton On Group,4413.0
HARRIS TEETER - HARRIS TEETER #191,4413.0
WALMART SC #5085,4413.0
Leader Drug Store,4412.0
Flying Biscuit Cafe,4403.0
ALON - DK,4403.0
"Northside Plaza (Henderson, NC)",4402.0
"Tiffany Square (Rocky Mount, NC)",4402.0
Western Piedmont Community College,4402.0
Mountain Island Educational State Forest,4402.0
Saint Laurent Paris,4402.0
GO GAS - GO GAS #21,4380.0
TRACTOR SUPPLY 727,4380.0
International Paper Company,4380.0
Willow Creek Hearth And Leisure INC,4380.0
Quarles Fleet Fueling,4371.0
"Chico's FAS, Inc.",4371.0
4 SISTER CENTER,4370.0
HOP IN,4370.0
"Cavco Industries, Inc.",4370.0
"Shoppes at Lakewood, The",4369.0
"Shipyard Plaza (Wilmington, NC)",4369.0
MURPHY USA - MURPHY USA #6938,4358.0
Chatham Crossing Shopping Center,4348.0
Uwharrie Commons,4348.0
Burberry Group plc,4337.0
Leesville Market Place,4337.0
Einstein Bros Bagels,4328.0
Sampson Community College,4326.0
The Ivey's Hotel,4326.0
Abc Stores,4326.0
SUN DO KWIK SHOP #41,4316.0
FernCrest Winery Tasting Room,4315.0
"Roses Plaza (Elizabeth City, NC)",4315.0
"Kendale Plaza (Sanford, NC)",4304.0
City Barbeque,4294.0
Innovated Restaurant Group,4294.0
Stoney River Restaurants,4294.0
GULF - SCOTLAND STOP N SHOP,4293.0
Kenworth,4293.0
Saint Augustine'S University,4293.0
Tarboro Shopping Center,4293.0
CROWN - KEVINS STORE,4293.0
Amberly Place,4282.0
KEBOS,4282.0
Fuzzy Peach Frozen Yogurt,4272.0
HARRIS TEETER - HARRIS TEETER #354,4272.0
Earth Fare,4271.0
United Community Bank,4270.0
"LL Flooring Holdings, Inc.",4262.0
THE COUNTRY STORE,4251.0
BAILEY AND SON,4250.0
SUNOCO - QUIK CHEK #18,4249.0
"Riverside Plaza (Tarboro, NC)",4249.0
Harris Teeter #301,4249.0
Morganton Plaza,4249.0
KWIK STOP,4249.0
Eastfield Village,4249.0
FirstHealth Fitness - Pinehurst,4239.0
MOBIL - 7-ELEVEN #41352,4239.0
Village Marketplace Shopping,4239.0
Professional Organizations,4231.0
"Equity LifeStyle Properties, Inc.",4230.0
The Loop Pizza Grill,4230.0
Celebration at Six Forks,4228.0
Champs Chicken,4219.0
TIMES TURN AROUND #56,4217.0
PostNet,4217.0
CITGO - KIMS CITGO,4217.0
Refuel #190,4217.0
"The Pantry, Inc.",4217.0
EXXON - SAMS XPRESS CAR WASH #341,4217.0
Studio 6,4210.0
"Dilworth Crossing (Charlotte, NC)",4206.0
Elizabeth's Pizza,4206.0
"Oliver Park (Raleigh, NC)",4206.0
"Mineral Springs Village (Durham, NC)",4206.0
Hasty Mart,4196.0
MURPHY EXPRESS - MURPHY EXPRESS #8563,4195.0
SUN DO QUICK SHOP #72,4195.0
Elliott Square,4195.0
QUALITY PLUS - BOONE QUALITY PLUS #2135,4185.0
SUN-DO FAIRMONT KWIK SHOP,4184.0
M AND M MARKET,4184.0
Colony Shopping Center,4184.0
AGCO Corporation,4177.0
"New Balance, Inc.",4174.0
Aces And Me INC,4173.0
Oak Square Shopping Center,4173.0
Renaissance Village,4162.0
WALMART - WALMART NEIGHBORHOOD MARKET #7218,4152.0
CITGO - OLD STAGE MART,4152.0
CLAWS,4141.0
SUNOCO,4141.0
"Tractor Supply (Roanoke Rapids, NC)",4141.0
Caldwell Community College And Technical Institute,4141.0
Surf's Up at Bogue Inlet Pier,4141.0
MARATHON - Marathon,4139.0
Pet Paradise Resort and Day Spa,4131.0
QUIKTRIP - QUIKTRIP #1010,4130.0
JIM DANDY,4130.0
"Williams-Sonoma, Inc.",4130.0
EAGLES - EAGLES #8,4130.0
SOUTHLAND TRADE CORP,4130.0
Hook & Reel Seafood,4129.0
Snider Fleet,4124.0
"Buff City Soap Supply, LLC.",4121.0
The Headwaters at Banner Elk,4119.0
EXXON - Sams Xpress Way #349,4119.0
SHEETZ - Sheetz #716,4119.0
Aerie,4119.0
CONOVER PURE,4119.0
ASA (Automotive Service Association),4109.0
SUNDO KWIK SHOP,4108.0
Camp Lejeune MCB Commissary,4108.0
Super G Mart Charlotte,4108.0
Sonny's BBQ,4108.0
"Creekside Crossing (Raleigh, NC)",4108.0
"Godfather's Pizza, Inc.",4108.0
"Winnebago Industries, Inc.",4096.0
DROP IN #7,4086.0
Charlotte Russe,4086.0
BODY20,4076.0
The Boundary House Restaurant,4075.0
Uncle Julio's,4075.0
EastGroup Properties,4066.0
7-ELEVEN #42315,4064.0
JET CHEK FOOD STORE,4064.0
CUBBURD EXPRESS #6,4064.0
Waterbean Coffee,4054.0
HARRIS TEETER - HARRIS TEETER #225,4054.0
TRIANGLE STOP FOOD STORE #215,4053.0
Campus Recreation Center,4053.0
GO GAS - GO GAS #12,4053.0
Taco Mama,4043.0
WALMART - WALMART #4545,4043.0
The Forum of Salisbury,4042.0
Cagney's Kitchen of Wilkesboro,4042.0
Sheffield Audio Video INC,4042.0
MOUNTAIN VIEW MARKET,4042.0
"TireHub, LLC",4033.0
PATRICK'S STEP N SHOP,4032.0
E. Carroll Joyner Park,4032.0
MURPHY USA - MURPHY USA #7263,4032.0
Toringdon Circle (Streets of Toringdon),4032.0
CITGO - Kwik Time,4021.0
Wayback Burgers,4021.0
L'Occitane International S.A.,4021.0
Beacon Plaza,4021.0
BP - BP 1987304,4021.0
Skyline National Bank,4020.0
RACEWAY - RACEWAY #848,4011.0
LITTLE DEE MART,4010.0
DG POPSHELF 24697,4010.0
First Flight High School,4010.0
"Fikewood Plaza (Wilson, NC)",4010.0
CIRCLE K - CIRCLE K 4589,4010.0
Saltgrass Steak House,4010.0
Macy's Backstage,4009.0
AERA Engine Builders Association,4001.0
JACKSON CORNER,4000.0
Raeford-Hoke Village,3999.0
River Ridge Market Place,3999.0
REFUEL #1129,3988.0
7-ELEVEN #42116,3988.0
Independence Promenade Shopping Center,3988.0
Newspaper Publishers,3981.0
COSTCO - COSTCO #0249,3977.0
Murphy,3977.0
Extra Holidays,3970.0
Just Tires,3968.0
Torchy's Tacos,3967.0
Church Crossing Shopping Center,3966.0
Snap Fitness Inc,3957.0
Biggby Coffee,3956.0
MURPHY USA - MURPHY USA #7315,3956.0
Crowne Plaza Hotels AND Resorts,3956.0
Burgerim,3956.0
Carolina Ballroom,3945.0
RICE BOWL,3944.0
Spaces,3935.0
Tupelo Honey Hospitality Corp.,3935.0
Pizza Villa,3934.0
LUSH Cosmetics Ltd,3934.0
Westover Gallery of Shops,3934.0
Clean Eatz,3925.0
Big Deal Burger,3922.0
EXXON - REFUEL #127,3913.0
Lady Foot Locker,3912.0
College Of The Albemarle,3912.0
GARLAND GAS & SERVICE,3910.0
Woollen Gymnasium,3901.0
CIRCLE K - CIRCLE K SITE #4580,3901.0
Gso City Gym,3901.0
Cinnaholic,3901.0
EAGLES #2,3901.0
PITT STOP,3901.0
Art Dealers,3900.0
FUEL MARKET,3892.0
MURPHY USA - MURPHY USA #7771,3891.0
DOLLAR GENERAL 8998,3890.0
MARATHON - CORNER PANTRY,3890.0
BP - SWIFTY VILLAGE MART,3890.0
Passenger Car Rental,3882.0
Swarovski,3880.0
Fox & Hound,3880.0
PILOT - PILOT #6955,3879.0
CIRCLE K - CIRCLE K #06623,3879.0
Henig Furs,3879.0
QUALITY PLUS - ETOWAH QUALITY PLUS #2124,3879.0
JARRETT BROTHERS,3869.0
BORDEAUX LIBERTY,3868.0
Walnut Creek Shopping Center,3868.0
Millbrook Collection,3868.0
Fuji Japanese Steakhouse,3868.0
ISI Elite Training,3859.0
D AND D GROCERY,3858.0
GO GAS - GO GAS #5,3858.0
"Fresh Market Plaza, The (Asheville, NC)",3857.0
Hoods Crossroads Shopping Center,3857.0
7-ELEVEN #42177,3857.0
Knights Inn,3849.0
BP - BEACHS GENERAL STORE,3847.0
Englewood Baptist Church,3846.0
"College Plaza Shopping Center (Winston Salem, NC)",3846.0
JAYS GROCERY,3836.0
MURPHY USA - MURPHY USA #7418,3835.0
COSTCO - COSTCO #1206,3835.0
Run In 810,3835.0
INGLES GAS EXPRESS,3835.0
Forest Gate Shopping Center,3835.0
7-Eleven #41939,3825.0
MURPHY EXPRESS - MURPHY EXPRESS #8509,3825.0
Mother Murphy's Laboratories,3825.0
HARRIS TEETER - HARRIS TEETER #172,3824.0
Breweries,3824.0
WEBBS MINIT MART,3824.0
ULTRATAN,3815.0
"Fresh Market, The",3814.0
WAWA #6102,3814.0
Shadow Oaks Vineyard,3814.0
Surf's Up Grill & Bar,3814.0
Raleigh Boulevard Shopping Center,3814.0
CIRCLE K - CIRCLE K #3126,3814.0
"Insomnia Cookies Holdings, LLC",3814.0
7-Eleven #41815,3814.0
QUARLES - QUARLES #4814,3804.0
TOP DOG FAST FOODS,3803.0
GREAT STOPS #6,3792.0
Monterrey Mexican Grill,3792.0
The Gym 24/7,3782.0
"Triangle Square (Durham, NC)",3781.0
FLEET FUELS,3781.0
MURPHY USA - MURPHY USA #7419,3781.0
HARRIS TEETER - HARRIS TEETER #025,3781.0
SHELL - SHELL SERVICE STATIONNA,3771.0
EAGLES - EAGLES #5,3771.0
Standard Parking,3770.0
INGLES - INGLES GAS EXPRESS #25,3770.0
HOLLYWOOD QUICKSTOP,3770.0
CHERRYVILLE SR HS-VEND,3770.0
"Nathan's Famous, Inc.",3770.0
"The Container Store Group, Inc.",3770.0
Moe's Original Bar B Que,3760.0
CITGO - CROSSROAD ONE STOP,3760.0
Sheetz #819,3759.0
"Jackson Plaza (Sylva, NC)",3759.0
Beech Mountain Winery,3759.0
Kedrion Biopharma Inc.,3749.0
Shoppes of Hope Valley,3748.0
ENMARKET - ENMARKET Express #251,3748.0
Freedom Park,3748.0
American Family's Certified Repair Program (CRP),3741.0
Weaver Street Market,3738.0
HOMETOWN MART,3738.0
San Juan Mexican Restaurant,3737.0
RIVERSIDE CONVENIENCE,3737.0
First Pentecostal Holiness Church,3737.0
Motherhood Maternity,3728.0
"Airgas, Inc.",3728.0
Land Rover,3728.0
"Falls Center, The",3727.0
7-ELEVEN - 7-ELEVEN #35572,3727.0
"Seneca Square (Charlotte, NC)",3727.0
Raytheon Technologies Corp,3727.0
KING LIBERTY,3727.0
Diamond View Park,3727.0
CIRCLE K #2612040,3716.0
Pack Square Park,3716.0
MURPHY USA - MURPHY USA #6760,3715.0
"EVgo, Inc.",3705.0
GO GAS - GO GAS #4,3705.0
VILLAGE GROCERY AND GARDEN SHOP,3705.0
Papas & Beer,3705.0
FleetPride,3697.0
HANDY MART - HANDY MART #164,3694.0
GO GAS - GO GAS #17,3694.0
HOT SPOT - HOT SPOT #5002,3694.0
The Fairview Dairy Bar,3694.0
MY SALON Suite,3685.0
LANDMARK PICKUP,3683.0
LOWES FOODS - LOWES FOODS #1262,3683.0
SWIFT STOP,3681.0
Yamaha Motor Co. Ltd.,3673.0
7-Eleven #42259,3672.0
Vineyard Voyage,3672.0
O2 Fitness Wilmington - Racine Drive,3672.0
Golden China Restaurant,3671.0
TGI Fridays,3662.0
"Fortune Brands Home & Security, Inc.",3662.0
GOGAS #24,3661.0
Urban Retail Properties,3661.0
R.E. Michel,3652.0
OB GAS AND CONVENIENE,3651.0
Bumper to Bumper Canada,3651.0
"Twin Peaks Restaurant, LP",3650.0
"Canton Plaza (Canton, NC)",3650.0
James Avery Craftsman Inc,3650.0
Acura,3641.0
Nascar Technical Institute,3639.0
Mathnasium LLC.,3639.0
WHITES SHOPPING CENTER,3639.0
J.E. Broyhill Civic Center,3639.0
"Shoppes at Alexander Place, The",3628.0
O'Charley's Inc.,3628.0
7-ELEVEN - 7-ELEVEN 41126,3628.0
Cowbell Burger And Bar,3628.0
Regions Financial Corporation,3618.0
7-ELEVEN #41842,3618.0
CIRCLE K #2706485,3618.0
YAFO Kitchen,3618.0
T R LEES,3618.0
Rock Fitness- Aspen Street OPEN 24/7,3618.0
Razzoo's Cajun Cafe,3618.0
Broad Street Station,3618.0
Skiing Facilities,3617.0
QUALITY MART - QUALITY MART #39,3607.0
Dallas Park,3607.0
DYNASTY BUFFET,3607.0
"Papa Murphy's Holdings, Inc.",3597.0
RayLen Vineyards & Winery,3596.0
Escapology,3596.0
KOBE - Japanese House of Steak & Seafood,3596.0
QUIKTRIP #1064,3596.0
Menchie's Frozen Yogurt,3596.0
Amcor PLC,3587.0
Strive Performance and Fitness Center,3585.0
QUIKTRIP - QUIKTRIP #1016,3585.0
Hawkers,3585.0
WALMART - WALMART NEIGHBORHOOD MARKET #7137,3584.0
North Carolina Museum of Natural Sciences,3574.0
Cheang,3574.0
PETRO,3574.0
RONNIES BP 01,3574.0
SAMS CLUB - SAMS CLUB #8218,3574.0
Evergreen Cemetery,3563.0
Pennrose Mall,3563.0
GO GAS - GO GAS #19,3563.0
AFV@DAIMLER TRUCK,3563.0
Onelife Fitness,3563.0
MURPHY USA - MURPHY USA #6556,3563.0
Performance Food Group,3554.0
Barberitos,3553.0
QUALITY PLUS - SHELBY QUALITY PLUS #2127,3553.0
Murchison Marketplace,3552.0
Hammer Village,3552.0
CCS - SHELBY MIDDLE SCHOOL,3552.0
Refuel #129,3552.0
SUNOCO - QUIK CHEK #20,3552.0
MURPHY EXPRESS - MURPHY EXPRESS #8733,3542.0
FOY MART,3542.0
MURPHY USA - MURPHY USA #7085,3542.0
Oleander Plaza,3541.0
Killer Fit Athletics,3541.0
Glazer,3530.0
BEAVERS GENERAL STORE,3530.0
Northchase Shopping Center,3530.0
DK - TOBACCO HOUSE,3530.0
PUBLIX #1475,3530.0
Biltmore Estates Vineyard,3530.0
Charming Charlie Holdings Inc,3522.0
Intercontinental Hotels Group plc,3520.0
CASSONS QUICK CHECK,3520.0
SHEETZ #866,3520.0
QUALITY PLUS - TAYLORSVILLE QUALITY PLUS #2014,3519.0
Style Encore,3518.0
Cycle Gear,3510.0
EPCO,3510.0
TIMES OIL CORPORATION #56,3509.0
WALMART SC #1209,3509.0
MWSS 828,3509.0
US MINI MART,3509.0
Barcelona Wine Bar,3509.0
MURPHY EXPRESS - MURPHY EXPRESS #8507,3499.0
High House Crossing,3498.0
COSTCO - COSTCO #0367,3498.0
Vf Outlets,3487.0
PIT STOP MIDDLESEX,3487.0
"Urban Air Trampoline and Adventure Park (Cornelius, NC)",3486.0
Chatham Downs,3476.0
Roady's Truck Stops,3476.0
S & K EXPRESS,3475.0
CIRCLE K - CIRCLE K #5118,3466.0
CLARK - SUPER STOP,3466.0
Murphy USA #7910,3465.0
HARRIS TEETER - HARRIS TEETER #063,3465.0
ENMARKET - ENMARKET EXPRESS #620,3455.0
CORNER CUPBOARD #10,3455.0
"Plaza West Shopping Center (Raleigh, NC)",3454.0
Fitness 2000 Gym King,3454.0
DOODLES C STORE,3444.0
Frutta Bowls,3444.0
7-ELEVEN - 7-ELEVEN #38936,3444.0
MI PUEBLITO,3443.0
Wayfair Inc.,3443.0
GASLAND 7,3443.0
Surry Plaza Shopping Center,3443.0
Big Daves Family Seafood,3443.0
Giorgio Armani Corporation,3433.0
The Original Pancake House,3432.0
Vanity,3431.0
HANDY STOP,3422.0
PBV - ATLANTA,3421.0
ANTIOCH FOOD MART INC,3421.0
MOODY MART,3420.0
"MOOYAH Burgers, Fries & Shakes",3412.0
Safe Way,3411.0
Crunch Fitness - Arboretum,3411.0
J & J Snack Foods,3408.0
"Destination XL Group, Inc.",3400.0
"College Plaza (Mount Olive, NC)",3400.0
Marathon,3400.0
Encore Vet Group,3400.0
HANDY MART - HANDY MART #151,3400.0
Office Properties Income Trust,3390.0
GO GAS - GO GAS #7,3389.0
HOT SPOT - HOT SPOT #2008,3389.0
Bestway Rental,3387.0
"Planet Fitness - Greenville, NC",3378.0
Lemstone Christian Stores,3378.0
AAFES - MCX,3378.0
7-ELEVEN - 7-ELEVEN 38863,3378.0
CITGO - HNM MART,3378.0
Stone Ridge Tavern,3378.0
Apartment Complexes,3369.0
SUNOCO - QUIK CHEK #47,3368.0
Surplus Warehouse,3367.0
Mount Holly Middle School,3367.0
Sheetz #871,3367.0
7-ELEVEN #41841,3367.0
Shankville Golf and Grill,3366.0
Smart,3357.0
7-Eleven #42052,3356.0
Johnny Brusco's New York Style Pizza,3354.0
Outdoor Power Equipment Stores,3348.0
"Restoration Hardware Holdings, Inc.",3347.0
PURE - THE CORNER STORE,3346.0
HANDY MART - HANDY MART #172,3345.0
Home Centric,3345.0
Newtowne Plaza Shopping Center,3345.0
Rockin' Jump Trampoline Park,3335.0
Mi Fuente Fresh Mexican Grill,3334.0
Port City Community Church,3334.0
QUALITY PLUS - MARION QUALITY PLUS #2729,3334.0
BEST GAS AND GRILL,3334.0
Timberland,3313.0
HARRIS TEETER - HARRIS TEETER #288,3313.0
STIR,3313.0
Coldwell Banker Real Estate,3313.0
Gold's Gym Patton,3313.0
7 Exxon,3313.0
EXXON - HAN-DEE HUGOS # 212,3313.0
BLACK MOUNTAIN QUICK STOP,3312.0
CAROMONT HEALTH@SOUTH POINT MEDICAL,3312.0
Jin Jin Chinese Restaurant,3312.0
ENMARKET - ENMARKET #815,3292.0
Concord Hotel,3291.0
Davidson Wine Co.,3291.0
MURPHY USA - MURPHY USA #7242,3291.0
AAFES - BRAGG BUTNER RD EXPRESS,3281.0
BJ'S - BJS WHOLESALE CLUB #114,3280.0
County Line Grocery & Grill,3280.0
Ep Mart 16,3280.0
7-ELEVEN #35566,3280.0
RadioShack Corp.,3280.0
Tous,3280.0
West Salem Shopping Center,3280.0
Botanist and Barrel,3280.0
PIT ROAD DRIVE THRU,3280.0
7-ELEVEN - 7-ELEVEN #38617,3279.0
FAMILYFOODMARTBP,3269.0
QUICK CHECK,3269.0
MURPHY USA - MURPHY USA #6645,3258.0
"Clinton Plaza (Clinton, NC)",3258.0
CITGO - EZEE GAS AND CONVENIENCE,3258.0
King Mackerels,3258.0
American National Bank and Trust Company,3258.0
Fit4life Health Clubs - Wilmington Kerr Ave,3258.0
MALLARD FOOD SHOP #20,3258.0
Domtar Corporation,3258.0
CITGO - Zoom Fuel Stop,3248.0
Off Broadway Shoe Warehouse,3248.0
Sam's Xpress Car Wash #339,3247.0
Gold's Gym Randleman,3247.0
Pioneer Family Restaurant,3247.0
Granville Corners,3247.0
Fit4Life Health Clubs,3238.0
Triangle Fitness,3238.0
GREAT WALL CHINESE RESTAURANT,3236.0
Edenton Village Shopping Center,3236.0
Graybar,3228.0
"Vera Bradley, Inc.",3226.0
WHIZZ MART,3226.0
LIBERTY - Liberty,3226.0
PEMBROKE SOJO,3226.0
Monmouth Real Estate Investment Corporation,3226.0
Yard Shop,3225.0
Creekstone Crossings,3225.0
LEES  MART,3224.0
Ideal Image,3215.0
"Golds Gym Plaza (Burlington, NC)",3214.0
CITGO - STATE ROAD GROCERY,3214.0
Drive Shack Inc.,3214.0
Nucor Corporation,3214.0
GRACE FUEL,3214.0
3/D GRO,3214.0
Taziki's Café,3205.0
Peakstone Realty Trust,3205.0
Siemens AG,3204.0
"Concept Dumpsters, Inc.",3204.0
World of Beer,3204.0
MURPHY USA - MURPHY USA #7420,3204.0
Kinetix Health Club,3204.0
Amazon Inbound Crossdock Network,3204.0
NIK NAK FOODS,3204.0
Blue Bay Seafood of Albemarle Inc,3204.0
HARRIS TEETER - HARRIS TEETER #080,3204.0
Small Town Kitchen,3203.0
Grocery Bag,3193.0
MURPHY EXPRESS - Murphy Express #8958,3193.0
SHELL - TIME SAVER #2,3193.0
HARRIS TEETER - HARRIS TEETER  #139,3192.0
3D GROCERY,3183.0
EXPREZIT - EXPREZIT #820,3182.0
SMART SHOP 7,3182.0
Durham Technical Community College,3182.0
Vernon Park Mall,3182.0
SpeeDee Oil Change & Auto Service,3182.0
East Coast Metal Distributors,3174.0
Defined Coffee,3172.0
Reynolda Commons,3171.0
ZincHouse Winery & Brewery,3171.0
MARIO'S RESTAURANT,3171.0
Buck Fraley Field,3171.0
3 Olives Pizza & Deli,3171.0
Great Wall Chinese Restaurant,3160.0
Origins,3160.0
Yao buffet-sushi-grill,3160.0
7-ELEVEN - 7-ELEVEN #36997,3160.0
Federated Auto Parts,3151.0
Another Broken Egg Cafe ,3151.0
Lady Jane's Haircuts for Men,3150.0
Valley Village Shopping Mall,3149.0
ENMARKET - ENMARKET #844,3149.0
Washington Duke Inn & Golf Club,3149.0
Corner Stone Restaurant,3149.0
North Carolina Historical Publications,3149.0
The Smoke Pit,3149.0
FOOD COUNTRY,3148.0
Jammin J's Pizza Factory,3148.0
EXXON - KINGS HWY MART,3148.0
CAROLINA PETRO - SCOTCHMAN #3104,3139.0
CIRCLE K - CIRCLE K #5112,3139.0
Duke Realty Corp,3138.0
O2 Fitness Chapel Hill - Elliott Road,3138.0
SHORT STOP #78,3138.0
Gold's Gym Oakley Plaza,3138.0
Mi Cabana,3138.0
Fetzer Gym,3138.0
El Vallarta,3138.0
CHINA BUFFET,3138.0
Mid-Atlantic Christian University,3138.0
Walk-On's,3137.0
MYSTIK - SILVER EXPRESS MYSTIK,3136.0
Food Line Distribution Center,3127.0
UFIT,3123.0
QUALITY MART - QUALITY MART #1,3117.0
Wilsons,3116.0
The Museum Barbershop,3116.0
Your Pie,3116.0
Huntington Learning Centers,3116.0
GEPPETO'S PIZZA & MORE,3116.0
Neuse Village Shopping Center,3106.0
ADAMS CONVENIENT MART,3106.0
LOWES FOODS - LOWES FOODS #1235,3106.0
SUNOCO - SOUTHERN CONVEINENCE,3105.0
LOWES FOODS - LOWES FOODS #1185,3105.0
ERNIE LEE SERVICE CENTER,3105.0
"Takeuchi Mfg. Co., Ltd.",3104.0
Plymouth Landing,3095.0
Pharos Hospitality,3095.0
"Winning Awards, L.L.C.",3095.0
KapStone Paper and Packaging Corporation,3095.0
"Holiday Inn - Wrightsville Beach, NC - Solstice",3095.0
KRISH EXPRESS,3095.0
GO GAS - GO GAS #8,3095.0
GO GAS - GO GAS #9,3095.0
Spruce Pine Shopping Center,3095.0
QUALITY PLUS - GRAHAM QUALITY PLUS #2103,3094.0
ABF Freight System,3085.0
SUPERMART,3084.0
TANTS RESCO MART,3084.0
Love's Fish Box,3084.0
AMBEST - Mobil-queens Market,3084.0
LIBERTY - SAINT JAMES LIBERTY,3074.0
HANDY PANTRY #4,3073.0
"Perfumania Holdings, Inc.",3073.0
MARATHON - SODA SHOPPE,3073.0
Rockfish Creek Winery,3073.0
MURPHY USA - MURPHY USA #6597,3072.0
Monterrey of Monroe,3062.0
BP - FAMILY FARE #450,3062.0
HealthPlex,3062.0
CANTON DAILY STOP #44,3062.0
LAKE WHEELER GROCERY,3061.0
National Finance Company,3053.0
"Budget Truck Rental, LLC",3052.0
Old Chicago Pizza and Taproom,3051.0
INGLES - INGLES GAS EXPRESS #130,3051.0
Corner Cafe & Winery,3051.0
MARATHON - ALL STAR,3041.0
Quiznos Corp,3041.0
Fred's Food Club,3040.0
Farm Fresh,3040.0
Papa's Pizza To Go,3030.0
Bonfire Barbecue,3030.0
HANDY MART - HANDY MART #136,3030.0
Blue Beacon Truck Wash,3029.0
The Umstead Hotel and Spa,3029.0
QUARLES - QUARLES #4804,3029.0
Zippy Shell Chapel Hill Durham,3029.0
K AND V GROCERY,3029.0
Premier Martial Arts,3020.0
MURPHY USA - MURPHY USA #7214,3019.0
Piedmont Community College,3018.0
Gutterman S Supply CORP Of America,3018.0
Ichiban,3018.0
QUALITY PLUS - WEST JEFFERSON QUALITY PLUS #2734,3018.0
Zeta Wolf Fitness,3018.0
Asheville Pinball Museum,3018.0
Victory Motorcycles,3017.0
Blackwood's Drive-In,3017.0
Porsche Automobil Holding SE,3010.0
GO GAS - GO GAS #20,3008.0
CROWN - EARLS SHORT STOP,3008.0
Saks Fifth Avenue,3007.0
Mac's Speed Shop,3007.0
Library Lounge,3007.0
Edible Arrangements,3006.0
BOBS SUPERETTE,2997.0
CIRCLE K - CIRCLE K #8411,2997.0
EASTLINCOLN MART,2997.0
GODWIN FOOD MART,2996.0
HARRIS TEETER #068,2996.0
Leslie's Swimming Pool Supplies,2995.0
UniFirst,2987.0
La Rumba Restaurant Latino,2986.0
MURPHY USA - MURPHY USA #6807,2986.0
Rue Store,2986.0
CIRCLE K #3012,2986.0
INGLES - INGLES GAS EXPRESS #120,2986.0
HARRIS TEETER #088,2986.0
CoreLife Eatery,2976.0
China Cafe,2976.0
JEFFEREYS DEVELOPMENT,2975.0
Roanoke Rapids Plaza Shopping Center,2975.0
STANLEY C-STORE #1,2975.0
Pollo Campero,2965.0
Save-A-Lot (Supervalu),2965.0
TOMS FAMILY MART,2964.0
SAVI PROVISIONS,2964.0
BP - HAN DEE HUGOS #12,2964.0
GREGS FOOD MART,2963.0
Ken & Mary's,2953.0
Pei Wei Asian Diner LLC,2953.0
Webb Custom Kitchen,2953.0
Eagles Gas #10,2953.0
Freshens,2943.0
21c Museum Hotel Durham,2943.0
Martin Community College,2942.0
Asian Gardens,2942.0
"Pepsico, Inc.",2942.0
Chile Rojo Mexican Cuisine,2942.0
So Gong Dong Tofu & BBQ,2942.0
Jack S. Brayboy Gymnasium,2938.0
Ring of Fire Grill,2931.0
DENTON TRADING POST,2931.0
Dd's Discounts,2922.0
Pet Paradise,2921.0
EXPRESS MINI MART,2921.0
Ann Taylor LOFT Outlet,2921.0
SHORT STOP - SHORT STOP #74,2920.0
OLLIES BARGAIN OUTLET #117,2920.0
Longview Country Club,2920.0
COSTCO - COSTCO #0359,2920.0
The Chemours Company,2920.0
The Flat Iron Hotel,2920.0
MAYWAY C TORE,2920.0
WINNERS #5,2910.0
HARRIS TEETER - HARRIS TEETER #421,2910.0
Consolidated Edison Inc,2910.0
Sams Mart 8,2909.0
Lucky's Burger N Tap,2909.0
"Oxford Commons (Durham, NC)",2909.0
Asiana Market,2909.0
HOT SPOT,2909.0
I-40SHELL,2909.0
US Eye,2909.0
The Lodge at Duke Medical Center,2909.0
PILOT - PILOT #7976,2899.0
Gatordoc PA,2899.0
MURPHY USA - MURPHY USA #7613,2899.0
HOSPICE OF RUTHERFORD COUNTY,2899.0
CAROLINA FUELS,2898.0
SUNOCO - QUIK CHEK #8,2889.0
Geico,2889.0
Carolinas Aviation Museum,2888.0
Catalyst Apartments,2888.0
"Snyder's-Lance, Inc.",2888.0
"Revlon, Inc.",2888.0
Fitness Center,2888.0
BP - QUALITY MART #69,2888.0
Rise Southern Biscuits & Righteous Chicken,2877.0
El Ranchito Restaurante Mxcn,2877.0
Tasty Crab House - Rocky Mount,2877.0
HARRIS TEETER - Harris Teeter #163,2877.0
Sonic Drive-In,2877.0
Cagney's Kitchen,2877.0
MIDWAY MART & GRILL,2877.0
Manheim Inc,2867.0
Maple Street Biscuit Company,2867.0
Homestead Lodge,2867.0
UNCG William E. Moran Commons and Plaza,2866.0
Steel Yard,2866.0
No 1 Chinese Restaurant,2866.0
Comic Monstore,2866.0
MYSTIK - MYSTIK,2866.0
Dale's Seafood,2865.0
Alexandria Real Estate Equities,2856.0
PRICES CREEK GENERAL STORE,2856.0
Salsarita's Fresh Mexican Grill,2856.0
Silgan Holdings Inc.,2855.0
El Paso Mexican Restaurant,2855.0
OAKLEYS CONV MART 3,2855.0
K GS QUIK STOP,2855.0
Nomad Wine Works,2855.0
Early Girl Eatery,2855.0
Dragon Palace,2855.0
